tradingsymbol,exchange,name,instrument_token,segment,tick_size,lot_size,instrument_type,sector,industry,is_fo_enabled,is_active
DELTACORP,NSE,DELTA CORP,3851265,NSE,0.01,1,STOCK,Consumer Cyclical,Resorts & Casinos,0,1
ENERGYDEV,NSE,ENERGY DEVE. CO.LTD,3852545,NSE,0.01,1,STOCK,Utilities,Utilities - Regulated Electric,0,1
AVALON,NSE,AVALON TECHNOLOGIES,3854849,NSE,0.1,1,STOCK,Technology,Electronic Components,0,1
BLAL,NSE,BEML LAND ASSETS,3857153,NSE,0.01,1,STOCK,Financial Services,Shell Companies,0,1
RELIGARE,NSE,RELIGARE ENTER.,3857409,NSE,0.01,1,STOCK,Financial Services,Insurance - Life,0,1
BVCL,NSE,BARAK VALLEY CEM.,3858689,NSE,0.01,1,STOCK,Basic Materials,Building Materials,0,1
EDELWEISS,NSE,EDELWEISS FIN SERV,3870465,NSE,0.01,1,STOCK,Financial Services,Financial Conglomerates,0,1
SVLL,NSE,SHREE VASU LOGISTICS,3870977,NSE,0.05,1,STOCK,Industrials,Trucking,0,1
KOLTEPATIL,NSE,KOLTE PATIL DEV.,3871745,NSE,0.05,1,STOCK,Real Estate,Real Estate - Development,0,1
RGL,NSE,RENAISSANCE GLOBAL,3873025,NSE,0.01,1,STOCK,Consumer Cyclical,Luxury Goods,0,1
KAUSHALYA,NSE,KAUSHALYA INFRA DEV,3874817,NSE,0.05,1,STOCK,Industrials,Engineering & Construction,0,1
JYOTHYLAB,NSE,JYOTHY LABS,3877377,NSE,0.05,1,STOCK,Consumer Defensive,Household & Personal Products,0,1
MADHAV,NSE,MADHAV MARBLE & GRANITE,3878657,NSE,0.01,1,STOCK,Industrials,Building Products & Equipment,0,1
KALYANIFRG,NSE,KALYANI FORGE,3879937,NSE,0.05,1,STOCK,Consumer Cyclical,Auto Parts,0,1
RHL,NSE,ROBUST HOTELS,3880193,NSE,0.01,1,STOCK,Consumer Cyclical,Lodging,0,1
HITECHCORP,NSE,HITECH CORPORATION,3881217,NSE,0.01,1,STOCK,Consumer Cyclical,Packaging & Containers,0,1
KIRLPNU,NSE,KIRLOSKAR PNEUMATIC COM L,3886081,NSE,0.1,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
MANAKSIA,NSE,MANAKSIA,3890945,NSE,0.01,1,STOCK,Industrials,Metal Fabrication,0,1
ARIES,NSE,ARIES AGRO,3892225,NSE,0.05,1,STOCK,Basic Materials,Agricultural Inputs,0,1
PPAP,NSE,PPAP AUTOMOTIVE,3893505,NSE,0.01,1,STOCK,Consumer Cyclical,Auto Parts,0,1
DVL,NSE,DHUNSERI VENTURES,3894785,NSE,0.01,1,STOCK,Financial Services,Capital Markets,0,1
PATINTLOG,NSE,PATEL INT. LOG.,3896065,NSE,0.01,1,STOCK,Industrials,Integrated Freight & Logistics,0,1
UJJIVANSFB,NSE,UJJIVAN SMALL FINANC BANK,3898369,NSE,0.01,1,STOCK,Financial Services,Banks - Regional,0,1
AMBIKCO,NSE,AMBIKA COTTON MILL,3899905,NSE,0.1,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
BIRLAMONEY,NSE,ADITYA BIRLA MONEY,3901185,NSE,0.01,1,STOCK,Financial Services,Capital Markets,0,1
JKIL,NSE,JKUMAR INFR.LTD.,3908097,NSE,0.05,1,STOCK,Industrials,Engineering & Construction,0,1
CORDSCABLE,NSE,CORDS CABLE INDUS,3909377,NSE,0.01,1,STOCK,Industrials,Electrical Equipment & Parts,0,1
ONMOBILE,NSE,ONMOBILE GLOBAL,3911169,NSE,0.01,1,STOCK,Communication Services,Telecom Services,0,1
KNRCON,NSE,KNR CONSTRU,3912449,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
BANG,NSE,BANG OVERSEAS,3917569,NSE,0.01,1,STOCK,Consumer Cyclical,Apparel Manufacturing,0,1
SEPC,NSE,SEPC,3918849,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
RAIN,NSE,RAIN INDUSTRIES,3926273,NSE,0.01,1,STOCK,Basic Materials,Specialty Chemicals,0,1
SHALPAINTS,NSE,SHALIM PAINTS,3927553,NSE,0.01,1,STOCK,Basic Materials,Specialty Chemicals,0,1
NAHARCAP,NSE,NAHAR CAP & FIN.,3932161,NSE,0.05,1,STOCK,Financial Services,Capital Markets,0,1
VGUARD,NSE,V-GUARD IND,3932673,NSE,0.05,1,STOCK,Industrials,Electrical Equipment & Parts,0,1
PDMJEPAPER,NSE,PUDUMJEE PAPER PRO.,3936513,NSE,0.01,1,STOCK,Basic Materials,Paper & Paper Products,0,1
EIHAHOTELS,NSE,EIH ASSOCIATED HOTELS - OBEROI HOTELS,3942145,NSE,0.05,1,STOCK,Consumer Cyclical,Lodging,0,1
ATAM,NSE,ATAM VALVES,3943425,NSE,0.01,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
NESCO,NSE,NESCO,3944705,NSE,0.1,1,STOCK,Industrials,Conglomerates,0,1
DPSCLTD,NSE,DPSC,3947265,NSE,0.01,1,STOCK,Utilities,Utilities - Regulated Electric,0,1
ACL,NSE,ANDHRA CEMENTS,3947521,NSE,0.01,1,STOCK,Basic Materials,Building Materials,0,1
HCG,NSE,HEALTHCARE GLOB. ENT.,3982081,NSE,0.05,1,STOCK,Healthcare,Medical Care Facilities,0,1
AVG,NSE,AVG LOGISTICS,3990785,NSE,0.01,1,STOCK,Industrials,Integrated Freight & Logistics,0,1
ATALREAL,NSE,ATAL REALTECH,4006145,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
PIGL,NSE,POWER INSTRUMENT (G),4023297,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
LATTEYS,NSE,LATTEYS INDUSTRIES,4055041,NSE,0.01,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
HINDWAREAP,NSE,HINDWARE HME INOVATON,4066049,NSE,0.01,1,STOCK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0,1
PRINCEPIPE,NSE,PRINCE PIPES FITTINGS,4107521,NSE,0.05,1,STOCK,Industrials,Building Products & Equipment,0,1
BHARATWIRE,NSE,BHARAT WIRE ROPES,4127489,NSE,0.01,1,STOCK,Basic Materials,Steel,0,1
CCAVENUE,NSE,AVENUESAI,4159745,NSE,0.01,1,STOCK,Technology,Software - Infrastructure,0,1
MMP,NSE,MMP INDUSTRIES,4197121,NSE,0.01,1,STOCK,Basic Materials,Aluminum,0,1
KIRIINDUS,NSE,KIRI INDUSTRIES,4259585,NSE,0.05,1,STOCK,Basic Materials,Specialty Chemicals,0,1
SIGMA,NSE,SIGMA SOLVE,4264449,NSE,0.01,1,STOCK,Technology,Information Technology Services,0,1
GHCLTEXTIL,NSE,GHCL TEXTILES,4274177,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
GOKUL,NSE,GOKUL REFOILS & SOLV,4276481,NSE,0.01,1,STOCK,Consumer Defensive,Packaged Foods,0,1
ALMONDZ,NSE,ALMONDZ GLOBAL SEC,4280065,NSE,0.01,1,STOCK,Financial Services,Capital Markets,0,1
RPGLIFE,NSE,RPG LIFE SCIENCES,4281601,NSE,0.1,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
MKPL,NSE,M K PROTEINS,4284417,NSE,0.01,1,STOCK,Consumer Defensive,Packaged Foods,0,1
ARCHIDPLY,NSE,ARCHIDPLY IND.,4299521,NSE,0.01,1,STOCK,Basic Materials,Lumber & Wood Production,0,1
LOTUSEYE,NSE,LOTUS EYE HOSP & INST L,4302593,NSE,0.01,1,STOCK,Healthcare,Medical Care Facilities,0,1
VINYLINDIA,NSE,VINYL CHEMICALS (I),4306177,NSE,0.05,1,STOCK,Basic Materials,Specialty Chemicals,0,1
IKIO,NSE,IKIO TECHNOLOGIES,4306433,NSE,0.01,1,STOCK,Technology,Electronic Components,0,1
KOKUYOCMLN,NSE,KOKUYO CAMLIN,4307713,NSE,0.01,1,STOCK,Industrials,Business Equipment & Supplies,0,1
SINDHUTRAD,NSE,SINDHU TRADE LINKS,4315905,NSE,0.01,1,STOCK,Industrials,Conglomerates,0,1
SICAGEN,NSE,SICAGEN INDIA,4320001,NSE,0.01,1,STOCK,Basic Materials,Steel,0,1
DPWIRES,NSE,D P WIRES,4326401,NSE,0.01,1,STOCK,Industrials,Metal Fabrication,0,1
TOUCHWOOD,NSE,TOUCHWOOD ENTERTAIN,4328449,NSE,0.01,1,STOCK,Communication Services,Advertising Agencies,0,1
20MICRONS,NSE,20 MICRONS,4331777,NSE,0.01,1,STOCK,Basic Materials,Other Industrial Metals & Mining,0,1
JOCIL,NSE,JOCIL,4333313,NSE,0.01,1,STOCK,Basic Materials,Specialty Chemicals,0,1
INDBANK,NSE,INDBANK MERCH BANK,4334849,NSE,0.01,1,STOCK,Financial Services,Capital Markets,0,1
ASHOKAMET,NSE,ASHOKA METCAST,4337409,NSE,0.01,1,STOCK,Basic Materials,Steel,0,1
ALKALI,NSE,ALKALI METALS,4341505,NSE,0.01,1,STOCK,Basic Materials,Specialty Chemicals,0,1
COUNCODOS,NSE,COUNTRY CONDO S,4348417,NSE,0.01,1,STOCK,Real Estate,Real Estate - Development,0,1
TPHQ,NSE,TEAMO PRODUCTIONS HQ,4350977,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
THYROCARE,NSE,THYROCARE TECH,4360193,NSE,0.05,1,STOCK,Healthcare,Diagnostics & Research,0,1
HMAAGRO,NSE,HMA AGRO INDUSTRIES,4365569,NSE,0.01,1,STOCK,Consumer Defensive,Packaged Foods,0,1
PARAGMILK,NSE,PARAG MILK FOODS,4385281,NSE,0.01,1,STOCK,Consumer Defensive,Packaged Foods,0,1
IDEAFORGE,NSE,IDEAFORGE TECHNO,4387841,NSE,0.05,1,STOCK,Technology,Computer Hardware,0,1
AARTECH,NSE,AARTECH SOLONICS,4389121,NSE,0.01,1,STOCK,Industrials,Electrical Equipment & Parts,0,1
SHRIPISTON,NSE,SHRIRAM PIST. & RING,4399617,NSE,0.1,1,STOCK,Consumer Cyclical,Auto Parts,0,1
CYIENTDLM,NSE,CYIENT DLM,4399873,NSE,0.05,1,STOCK,Technology,Electronic Components,0,1
PAKKA,NSE,PAKKA,4402433,NSE,0.01,1,STOCK,Basic Materials,Paper & Paper Products,0,1
ALBERTDAVD,NSE,ALBERT DAVID,4417537,NSE,0.05,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
ARMANFIN,NSE,ARMAN FIN SERV,4419329,NSE,0.1,1,STOCK,Financial Services,Credit Services,0,1
ASPINWALL,NSE,ASPINWALL & CO,4421121,NSE,0.01,1,STOCK,Consumer Defensive,Farm Products,0,1
SENCO,NSE,SENCO GOLD,4421377,NSE,0.05,1,STOCK,Consumer Cyclical,Luxury Goods,0,1
AJMERA,NSE,AJMERA REALTY & INF I,4430593,NSE,0.01,1,STOCK,Real Estate,Real Estate - Development,0,1
MHRIL,NSE,MAHINDRA HOLIDAYS,4437249,NSE,0.01,1,STOCK,Consumer Cyclical,Resorts & Casinos,0,1
SALONA,NSE,SALONA COTSPIN,4441857,NSE,0.05,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
GKWLIMITED,NSE,GKW,4443393,NSE,0.1,1,STOCK,Industrials,Specialty Business Services,0,1
UTKARSHBNK,NSE,UTKARSH SMALL FIN BANK L,4443649,NSE,0.01,1,STOCK,Financial Services,Banks - Regional,0,1
VINATIORGA,NSE,VINATI ORGANICS,4445185,NSE,0.1,1,STOCK,Basic Materials,Specialty Chemicals,0,1
LANDSMILL,NSE,LANDSMILL GREEN,4448257,NSE,0.01,1,STOCK,Industrials,Conglomerates,0,1
PREMEXPLN,NSE,PREMIER EXPLOSIVES,4453633,NSE,0.05,1,STOCK,Basic Materials,Specialty Chemicals,0,1
GLOBUSSPR,NSE,GLOBUS SPIRITS,4460545,NSE,0.1,1,STOCK,Consumer Defensive,Beverages - Wineries & Distilleries,0,1
CONTROLPR,NSE,CONTROL PRINT,4474113,NSE,0.05,1,STOCK,Industrials,Business Equipment & Supplies,0,1
EXPLEOSOL,NSE,EXPLEO SOLUTIONS,4476417,NSE,0.05,1,STOCK,Technology,Information Technology Services,0,1
INCREDIBLE,NSE,INCREDIBLE INDUSTRIES,4481793,NSE,0.01,1,STOCK,Basic Materials,Steel,0,1
RTNPOWER,NSE,RATTANINDIA POWER,4485121,NSE,0.01,1,STOCK,Utilities,Utilities - Independent Power Producers,0,1
DAMODARIND,NSE,DAMODAR INDUSTRIES,4490497,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
AMRUTANJAN,NSE,AMRUTAJAN HEALTH,4492033,NSE,0.05,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
ASALCBR,NSE,ASSO ALCOHOLS & BREW,4505089,NSE,0.05,1,STOCK,Consumer Defensive,Beverages - Wineries & Distilleries,0,1
MAHEPC,NSE,MAHINDRA EPC IRRIG,4506369,NSE,0.01,1,STOCK,Industrials,Farm & Heavy Construction Machinery,0,1
MOLDTECH,NSE,MOLD-TEK TECHNOLOGIES,4512001,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
SUNTECK,NSE,SUNTECK REALTY,4516097,NSE,0.05,1,STOCK,Real Estate,Real Estate - Development,0,1
POKARNA,NSE,POKARNA,4518657,NSE,0.05,1,STOCK,Industrials,Building Products & Equipment,0,1
ALOKINDS,NSE,ALOK INDUSTRIES,4524801,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
GPTINFRA,NSE,GPT INFRAPROJECTS,4527361,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
QUESS,NSE,QUESS CORP,4532225,NSE,0.01,1,STOCK,Industrials,Staffing & Employment Services,0,1
DEN,NSE,DEN NETWORKS,4536833,NSE,0.01,1,STOCK,Communication Services,Entertainment,0,1
ASTEC,NSE,ASTEC LIFESCIENCES,4538369,NSE,0.05,1,STOCK,Basic Materials,Agricultural Inputs,0,1
YATHARTH,NSE,YATHARTH HOSP & TRA C S L,4540929,NSE,0.05,1,STOCK,Healthcare,Medical Care Facilities,0,1
NIITMTS,NSE,NIIT LEARNING SYSTEMS,4543233,NSE,0.05,1,STOCK,Consumer Defensive,Education & Training Services,0,1
SHILPAMED,NSE,SHILPA MEDICARE,4544513,NSE,0.05,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
REFEX,NSE,REFEX INDUSTRIES,4547585,NSE,0.05,1,STOCK,Energy,Thermal Coal,0,1
GROBTEA,NSE,THE GROB TEA COMPANY,4549121,NSE,0.05,1,STOCK,Consumer Defensive,Farm Products,0,1
ATL,NSE,ALLCARGO TERMINALS,4551169,NSE,0.01,1,STOCK,Industrials,Integrated Freight & Logistics,0,1
SOMICONVEY,NSE,SOMI CONVEYOR BELT.,4555265,NSE,0.01,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
TREL,NSE,TRANSINDIA REAL ESTATE L,4555521,NSE,0.01,1,STOCK,Real Estate,Real Estate Services,0,1
LLOYDSENGG,NSE,LLOYDS ENGG WORK,4557057,NSE,0.01,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
AHLUCONT,NSE,AHLUWALIA CONT IND,4565249,NSE,0.05,1,STOCK,Industrials,Engineering & Construction,0,1
GILLANDERS,NSE,GILLANDERS ARBUTHNOT,4566785,NSE,0.01,1,STOCK,Consumer Defensive,Farm Products,0,1
DLINKINDIA,NSE,D-LINK INDIA,4569857,NSE,0.05,1,STOCK,Technology,Communication Equipment,0,1
REDTAPE,NSE,REDTAPE,4571905,NSE,0.01,1,STOCK,Consumer Cyclical,Footwear & Accessories,0,1
DBCORP,NSE,D.B.CORP,4577537,NSE,0.01,1,STOCK,Communication Services,Publishing,0,1
GATECH,NSE,GACM TECHNOLOGIES,4579329,NSE,0.01,1,STOCK,Financial Services,Asset Management,0,1
GEEKAYWIRE,NSE,GEEKAY WIRES,4588033,NSE,0.01,1,STOCK,Industrials,Electrical Equipment & Parts,0,1
BEARDSELL,NSE,BEARDSELL,4590849,NSE,0.01,1,STOCK,Industrials,Building Products & Equipment,0,1
TRF,NSE,TRF,4604673,NSE,0.05,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
UNITEDTEA,NSE,UNITED NILGIRI TEA,4607745,NSE,0.05,1,STOCK,Consumer Defensive,Farm Products,0,1
ADVENZYMES,NSE,ADVANCED ENZYME TECH,4617985,NSE,0.05,1,STOCK,Basic Materials,Specialty Chemicals,0,1
MINDTECK,NSE,MINDTECK (INDIA),4620545,NSE,0.01,1,STOCK,Technology,Information Technology Services,0,1
DBL,NSE,DILIP BUILDCON,4630017,NSE,0.05,1,STOCK,Industrials,Engineering & Construction,0,1
THANGAMAYL,NSE,THANGAMAYIL JEWELLERY,4638209,NSE,0.1,1,STOCK,Consumer Cyclical,Luxury Goods,0,1
SRGHFL,NSE,SRG HOUSING FINANCE L,4638465,NSE,0.05,1,STOCK,Financial Services,Mortgage Finance,0,1
DBREALTY,NSE,VALOR ESTATE,4639745,NSE,0.01,1,STOCK,Real Estate,Real Estate - Development,0,1
YASHO,NSE,YASHO INDUSTRIES,4641537,NSE,0.1,1,STOCK,Basic Materials,Specialty Chemicals,0,1
DOLPHIN,NSE,DOLPHIN OFF ENT (IND) L,4643585,NSE,0.05,1,STOCK,Energy,Oil & Gas Equipment & Services,0,1
EMMBI,NSE,EMMBI INDUSTRIES,4644353,NSE,0.01,1,STOCK,Consumer Cyclical,Packaging & Containers,0,1
HATHWAY,NSE,HATHWAY CABLE & DATACOM,4647425,NSE,0.01,1,STOCK,Communication Services,Entertainment,0,1
ORIENTLTD,NSE,ORIENT PRESS,4661249,NSE,0.01,1,STOCK,Consumer Cyclical,Packaging & Containers,0,1
TEXMOPIPES,NSE,TEXMO PIPE & PRODUCTS,4662785,NSE,0.01,1,STOCK,Industrials,Building Products & Equipment,0,1
MANINFRA,NSE,MAN INFRA,4665857,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
LORDSCHLO,NSE,LORDS CHLORO ALKALI,4667393,NSE,0.01,1,STOCK,Basic Materials,Chemicals,0,1
PYRAMID,NSE,PYRAMID TECHNOPLAST,4672001,NSE,0.01,1,STOCK,Consumer Cyclical,Packaging & Containers,0,1
SPAL,NSE,S. P. APPARELS,4672513,NSE,0.05,1,STOCK,Consumer Cyclical,Apparel Manufacturing,0,1
AEROFLEX,NSE,AEROFLEX INDUSTRIES,4676609,NSE,0.05,1,STOCK,Industrials,Metal Fabrication,0,1
LGBBROSLTD,NSE,LG BALAKRISHNAN & BROS,4690177,NSE,0.1,1,STOCK,Consumer Cyclical,Auto Parts,0,1
SANDUMA,NSE,SANDUR MANG & IRON ORES L,4699905,NSE,0.01,1,STOCK,Basic Materials,Steel,0,1
NDGL,NSE,NAGA DHUNSERI GROUP,4702977,NSE,0.1,1,STOCK,Financial Services,Capital Markets,0,1
RISHABH,NSE,RISHABH INSTRUMENTS,4714753,NSE,0.05,1,STOCK,Technology,Scientific & Technical Instruments,0,1
ASIANHOTNR,NSE,ASIAN HOTELS (NORTH),4716033,NSE,0.05,1,STOCK,Consumer Cyclical,Lodging,0,1
RATNAVEER,NSE,RATNAVEER PRECISION ENG L,4716289,NSE,0.01,1,STOCK,Basic Materials,Steel,0,1
BIGBLOC,NSE,BIGBLOC CONSTRUCTION,4718337,NSE,0.01,1,STOCK,Industrials,Building Products & Equipment,0,1
ISFT,NSE,INTRASOFT TECH.,4730625,NSE,0.01,1,STOCK,Consumer Cyclical,Internet Retail,0,1
TVVISION,NSE,TV VISION,4737025,NSE,0.01,1,STOCK,Communication Services,Broadcasting,0,1
CUPID,NSE,CUPID,4741121,NSE,0.01,1,STOCK,Consumer Defensive,Household & Personal Products,0,1
DIACABS,NSE,DIAMOND POWER INFRA,4747009,NSE,0.01,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
JLHL,NSE,JUPITER LIFE LINE HOSP L,4749569,NSE,0.1,1,STOCK,Healthcare,Medical Care Facilities,0,1
MITTAL,NSE,MITTAL LIFE STYLE,4751873,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
GNA,NSE,GNA AXLES,4754177,NSE,0.05,1,STOCK,Consumer Cyclical,Auto Parts,0,1
KIRLOSBROS,NSE,KIRLOSKAR BROTHERS,4756737,NSE,0.1,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
EMSLIMITED,NSE,EMS,4759809,NSE,0.05,1,STOCK,Industrials,Engineering & Construction,0,1
ZAGGLE,NSE,ZAGGLE PREPA OCEAN SER L,4763649,NSE,0.01,1,STOCK,Technology,Software - Infrastructure,0,1
SAMHI,NSE,SAMHI HOTELS,4765185,NSE,0.01,1,STOCK,Consumer Cyclical,Lodging,0,1
DIAMINESQ,NSE,DIAMINES & CHEMICALS,4772865,NSE,0.05,1,STOCK,Basic Materials,Chemicals,0,1
MARATHON,NSE,MARATHON NXTGEN REALT,4776705,NSE,0.05,1,STOCK,Real Estate,Real Estate - Development,0,1
HPL,NSE,HPL ELECTRIC & POWER,4781825,NSE,0.05,1,STOCK,Industrials,Electrical Equipment & Parts,0,1
KALAMANDIR,NSE,SAI SILKS (KALAMANDIR) L,4801281,NSE,0.01,1,STOCK,Consumer Cyclical,Apparel Retail,0,1
YATRA,NSE,YATRA ONLINE,4802561,NSE,0.01,1,STOCK,Consumer Cyclical,Travel Services,0,1
TARAPUR,NSE,TARAPUR TRANSFORMERS,4819713,NSE,0.01,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
VERTOZ,NSE,VERTOZ,4828929,NSE,0.01,1,STOCK,Technology,Software - Infrastructure,0,1
MAZDA,NSE,MAZDA,4829697,NSE,0.01,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
KSL,NSE,KALYANI STEELS,4835585,NSE,0.05,1,STOCK,Basic Materials,Steel,0,1
SUNDARAM,NSE,SUNDARAM MULTI PAP,4846337,NSE,0.01,1,STOCK,Basic Materials,Paper & Paper Products,0,1
KINGFA,NSE,KINGFA SCI & TEC IND,4849665,NSE,0.1,1,STOCK,Basic Materials,Specialty Chemicals,0,1
RAJRATAN,NSE,RAJRATAN GLOBAL WIRE,4854273,NSE,0.05,1,STOCK,Basic Materials,Steel,0,1
KAPSTON,NSE,KAPSTON SERVICES,4855553,NSE,0.05,1,STOCK,Industrials,Specialty Business Services,0,1
UNIVASTU,NSE,UNIVASTU INDIA,4858113,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
MVGJL,NSE,MANOJ VAIBHAV GEM N JEW L,4867841,NSE,0.01,1,STOCK,Consumer Cyclical,Luxury Goods,0,1
KIRLOSIND,NSE,KIRLOSKAR INDUSTRIES,4870401,NSE,0.1,1,STOCK,Industrials,Metal Fabrication,0,1
PODDARMENT,NSE,PODDAR PIGMENTS,4873217,NSE,0.05,1,STOCK,Basic Materials,Specialty Chemicals,0,1
AARVI,NSE,AARVI ENCON,4882689,NSE,0.01,1,STOCK,Industrials,Staffing & Employment Services,0,1
SILLYMONKS,NSE,SILLY MONKS ENTERTAIN,4888833,NSE,0.01,1,STOCK,Communication Services,Entertainment,0,1
NBIFIN,NSE,N.B.I. IND. FIN. CO.,4892417,NSE,0.1,1,STOCK,Financial Services,Capital Markets,0,1
UDS,NSE,UPDATER SERVICES,4892929,NSE,0.01,1,STOCK,Industrials,Specialty Business Services,0,1
KIOCL,NSE,KIOCL,4896257,NSE,0.05,1,STOCK,Basic Materials,Steel,0,1
SFL,NSE,SHEELA FOAM,4911105,NSE,0.05,1,STOCK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0,1
TI,NSE,TILAKNAGAR INDUSTRIES,4914177,NSE,0.05,1,STOCK,Consumer Defensive,Beverages - Wineries & Distilleries,0,1
HEADSUP,NSE,HEADS UP VENTURES,4916481,NSE,0.01,1,STOCK,Consumer Cyclical,Apparel Retail,0,1
HMVL,NSE,HINDUSTAN MEDIA VENT,4918017,NSE,0.01,1,STOCK,Communication Services,Publishing,0,1
TCIEXP,NSE,TCI EXPRESS,4921089,NSE,0.05,1,STOCK,Industrials,Integrated Freight & Logistics,0,1
AARTISURF,NSE,AARTI SURFACTANTS,4923649,NSE,0.05,1,STOCK,Basic Materials,Specialty Chemicals,0,1
IMFA,NSE,INDIAN METALS & FERRO,4924161,NSE,0.1,1,STOCK,Basic Materials,Other Industrial Metals & Mining,0,1
BLISSGVS,NSE,BLISS GVS PHARMA,4931841,NSE,0.05,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
THEJO,NSE,THEJO ENGINEERING,4935425,NSE,0.1,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
TERASOFT,NSE,TERA SOFTWARE,4938753,NSE,0.05,1,STOCK,Technology,Information Technology Services,0,1
ITDC,NSE,INDIA TOUR. DEV. CO.,4940545,NSE,0.05,1,STOCK,Consumer Cyclical,Lodging,0,1
HISARMETAL,NSE,HISAR METAL IND.,4946433,NSE,0.01,1,STOCK,Basic Materials,Steel,0,1
SPCENET,NSE,SPACENET ENTERS IND,4959233,NSE,0.01,1,STOCK,Financial Services,Capital Markets,0,1
BOROLTD,NSE,BOROSIL,4966657,NSE,0.01,1,STOCK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0,1
ROSSARI,NSE,ROSSARI BIOTECH,4968961,NSE,0.05,1,STOCK,Basic Materials,Specialty Chemicals,0,1
AHLEAST,NSE,ASIAN HOTELS (EAST),4976129,NSE,0.01,1,STOCK,Consumer Cyclical,Lodging,0,1
TICL,NSE,TWAMEV CONS AND INFRA,4992257,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
IITL,NSE,INDUSTRIAL INV TRUST,4998401,NSE,0.01,1,STOCK,Financial Services,Credit Services,0,1
BAJAJCON,NSE,BAJAJ CONSUMER CARE,4999937,NSE,0.05,1,STOCK,Consumer Defensive,Household & Personal Products,0,1
BHANDARI,NSE,BHANDARI HOSIERY EXP,5006337,NSE,0.01,1,STOCK,Consumer Cyclical,Apparel Manufacturing,0,1
UGARSUGAR,NSE,THE UGAR SUGAR WORKS,5011969,NSE,0.01,1,STOCK,Consumer Defensive,Confectioners,0,1
IRMENERGY,NSE,IRM ENERGY,5016833,NSE,0.05,1,STOCK,Utilities,Utilities - Regulated Gas,0,1
PRAKASHSTL,NSE,PRAKASH STEELAGE,5017345,NSE,0.01,1,STOCK,Basic Materials,Steel,0,1
PRICOLLTD,NSE,PRICOL,5025537,NSE,0.05,1,STOCK,Consumer Cyclical,Auto Parts,0,1
MAXESTATES,NSE,MAX ESTATES,5029377,NSE,0.05,1,STOCK,Real Estate,Real Estate - Development,0,1
GPPL,NSE,GUJARAT PIPAVAV PORT,5051137,NSE,0.01,1,STOCK,Industrials,Marine Shipping,0,1
ADFFOODS,NSE,ADF FOODS,5058817,NSE,0.05,1,STOCK,Consumer Defensive,Packaged Foods,0,1
MUFIN,NSE,MUFIN GREEN FINANCE,5064449,NSE,0.01,1,STOCK,Financial Services,Credit Services,0,1
CELLO,NSE,CELLO WORLD,5067521,NSE,0.05,1,STOCK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0,1
WELINV,NSE,WELSPUN INV & COMM,5068801,NSE,0.1,1,STOCK,Financial Services,Capital Markets,0,1
AMNPLST,NSE,AMINES & PLASTICIZERS,5085953,NSE,0.01,1,STOCK,Basic Materials,Chemicals,0,1
LGHL,NSE,LAXMI GOLDORNA HOUSE,5088257,NSE,0.05,1,STOCK,Consumer Cyclical,Luxury Goods,0,1
ESAFSFB,NSE,ESAF SMALL FINANCE BANK L,5088769,NSE,0.01,1,STOCK,Financial Services,Banks - Regional,0,1
